code,1998/12/31,1999/12/31,2000/12/31,2001/12/31,2002/12/31,2003/12/31,2004/12/31,2005/12/31,2006/12/31,2007/12/31,2008/12/31,2009/12/31,2010/12/31,2011/12/31,2012/12/31,2013/12/31,2014/12/31,2015/12/31,2016/12/31,2017/12/31,2018/12/31,ipo
000697.SZ,239,238,238,237,241,243,242,217,241,166,233,145,214,240,234,246,162,213,169,243,,1997
000698.SZ,237,237,238,236,239,242,234,199,232,244,239,237,243,236,155,242,240,245,244,243,,1997
000700.SZ,240,237,238,232,241,241,235,224,239,244,241,240,241,241,239,234,178,245,204,243,,1997
000701.SZ,238,238,239,237,239,243,242,215,240,244,244,240,240,241,236,246,226,245,244,243,,1997
000702.SZ,237,236,239,237,240,243,241,218,230,245,243,241,244,242,239,246,245,245,244,243,,1997
000703.SZ,238,237,238,237,241,243,241,198,238,243,243,214,232,237,239,245,239,245,244,180,,1997
000705.SZ,239,238,238,237,241,243,242,199,240,245,240,240,241,242,239,220,245,245,244,243,,1997
000707.SZ,239,236,239,237,241,243,242,218,240,240,241,237,239,241,237,246,151,234,234,242,,1997
000708.SZ,239,238,237,236,240,238,211,221,240,244,244,242,242,242,239,246,139,245,244,239,,1997
000709.SZ,239,237,239,232,241,243,214,239,238,159,227,222,241,242,239,246,206,245,244,243,,1997
000710.SZ,239,238,239,235,240,242,242,211,239,215,225,241,244,240,177,154,237,117,233,243,,1997
000711.SZ,238,237,236,235,239,243,242,216,236,245,243,241,244,242,238,169,121,150,189,103,,1997
000712.SZ,239,237,239,236,241,241,242,221,171,239,241,224,234,197,192,207,175,219,241,243,,1997
000713.SZ,239,237,239,237,238,243,235,221,241,243,243,239,243,241,239,136,245,245,244,207,,1997
000715.SZ,239,238,239,237,240,243,242,134,241,245,244,242,243,242,238,155,123,245,244,243,,1997
000716.SZ,239,236,236,233,241,241,242,191,237,209,223,191,95,225,239,232,163,242,89,243,,1997
000717.SZ,238,236,237,236,237,241,213,237,239,243,236,240,244,237,238,245,245,159,243,243,,1997
000718.SZ,236,238,238,235,240,242,78,235,201,239,242,241,239,242,239,236,232,109,244,243,,1997
000719.SZ,238,238,239,236,240,242,227,225,213,14,0,0,21,241,181,236,146,194,244,243,,1997
000720.SZ,236,238,239,234,238,243,241,219,233,230,237,239,242,240,238,242,178,110,197,242,,1997
000721.SZ,239,238,238,234,240,243,242,165,202,240,244,240,234,237,237,246,174,245,235,243,,1997
000722.SZ,239,237,239,234,241,239,235,214,236,208,181,76,0,130,239,246,245,245,244,243,,1997
000723.SZ,238,238,236,236,240,243,241,220,59,202,244,242,186,206,187,246,232,245,181,158,,1997
000725.SZ,0,0,229,234,237,239,210,237,205,237,235,239,243,241,235,246,241,245,244,243,,2001
000726.SZ,0,5,238,237,241,241,241,203,240,239,242,242,239,213,239,246,243,245,244,243,,2000
000727.SZ,238,236,239,232,240,241,242,206,232,242,235,230,233,241,209,231,242,213,218,243,,1997
000728.SZ,239,238,239,237,238,241,241,178,49,240,238,238,244,242,239,246,241,225,244,243,,1997
000729.SZ,239,237,239,237,239,242,242,214,240,236,243,241,244,240,236,246,245,245,244,243,,1997
000731.SZ,238,239,238,235,240,242,242,217,186,241,240,242,243,240,239,246,245,245,244,243,,1997
000732.SZ,238,237,236,237,241,242,242,213,69,0,0,61,240,240,239,246,222,242,243,239,,1997
000733.SZ,238,234,239,237,241,243,242,220,241,245,241,241,243,241,237,246,238,245,223,243,,1997
000735.SZ,239,235,238,231,240,243,242,206,237,239,243,235,244,239,238,240,245,245,238,241,,1997
000736.SZ,237,238,237,237,240,239,212,201,5,18,242,237,240,240,239,246,245,160,244,243,,1997
000737.SZ,238,237,238,236,240,243,242,216,237,245,242,239,242,240,239,246,218,245,244,222,,1997
000738.SZ,239,238,239,235,240,241,232,222,238,197,239,240,219,242,234,246,241,245,244,243,,1997
000739.SZ,239,238,238,237,240,243,236,222,238,244,244,242,206,214,220,242,231,245,244,243,,1997
000750.SZ,238,235,237,237,241,242,242,209,0,0,5,0,95,238,233,244,245,226,231,243,,1997
000751.SZ,238,237,238,237,241,243,242,200,184,245,239,235,240,239,34,100,223,245,244,243,,1997
000752.SZ,240,238,239,235,240,243,241,207,240,240,243,241,211,242,239,246,245,182,244,243,,1997
000753.SZ,237,237,236,235,241,243,241,219,240,241,244,240,241,242,239,241,217,245,244,243,,1997
000755.SZ,238,238,237,235,240,243,241,218,239,243,239,236,217,228,239,239,166,161,102,229,,1997
000756.SZ,238,237,235,235,241,243,239,186,241,243,243,241,243,242,239,246,197,245,244,229,,1997
000757.SZ,238,238,238,235,241,241,242,210,71,0,0,0,0,0,201,246,245,121,195,144,,1997
000758.SZ,238,236,237,234,241,242,240,207,217,238,241,234,237,240,226,246,245,245,244,243,,1997
000759.SZ,238,237,239,235,241,243,241,205,238,238,243,236,126,211,239,246,245,245,244,243,,1997
000760.SZ,237,238,238,234,239,241,236,161,237,244,240,239,228,147,227,186,150,245,207,238,,1997
000761.SZ,239,237,239,237,207,242,241,207,241,245,243,241,221,241,239,246,220,244,244,243,,1998
000762.SZ,238,238,239,236,241,242,213,226,241,243,238,229,243,241,238,185,245,245,244,243,,1997
000766.SZ,238,236,237,235,241,242,241,196,241,244,244,239,244,237,225,246,128,156,157,130,,1997
000767.SZ,238,238,237,235,240,242,222,238,241,245,244,241,144,197,238,246,243,244,244,243,,1997
000768.SZ,238,232,239,237,240,243,241,200,197,237,214,240,237,241,239,233,240,245,244,243,,1997
000776.SZ,238,237,239,236,240,239,240,102,0,0,0,206,242,241,239,240,245,245,244,243,,1997
000777.SZ,238,236,239,234,240,242,240,210,239,242,238,236,242,241,218,246,245,245,244,243,,1997
000778.SZ,239,237,238,237,240,242,222,234,241,244,240,239,243,241,234,246,182,245,244,243,,1997
000779.SZ,238,238,238,237,240,241,235,229,219,244,243,242,243,242,239,244,162,243,244,138,,1997
000780.SZ,238,237,237,236,241,242,242,135,240,245,242,239,243,241,238,246,242,245,243,242,,1997
000782.SZ,239,238,238,235,239,241,239,216,240,245,240,242,244,235,220,246,170,245,229,243,,1997
000783.SZ,240,236,237,237,239,243,241,220,7,242,237,239,240,242,239,244,232,245,244,243,,1997
000785.SZ,239,238,238,234,241,243,242,193,240,245,243,220,126,212,239,246,245,245,244,243,,1997
000786.SZ,239,237,238,236,238,240,240,214,237,243,242,240,243,242,239,240,113,240,242,243,,1997
000788.SZ,239,236,236,235,240,242,241,213,238,221,237,221,227,241,239,173,205,245,244,243,,1997
000789.SZ,238,236,237,236,238,242,242,215,214,241,238,241,235,239,239,246,245,245,244,243,,1997
000790.SZ,239,237,236,231,241,242,241,220,239,239,242,240,242,242,239,245,225,235,191,237,,1998
000791.SZ,239,236,237,235,239,243,236,220,238,244,243,242,207,236,239,217,245,245,244,243,,1997
000792.SZ,239,237,236,231,240,242,241,193,239,119,222,236,216,242,239,225,240,245,239,243,,1997
000793.SZ,237,235,237,236,241,243,236,205,238,243,244,237,153,199,199,186,161,245,244,136,,1997
000795.SZ,238,237,237,236,238,243,242,220,241,244,224,234,242,240,239,186,167,240,244,243,,1997
000796.SZ,237,239,238,236,241,243,242,184,238,207,241,240,243,241,192,147,131,161,244,124,,1997
000797.SZ,236,238,239,236,241,243,241,193,237,245,242,242,243,242,235,241,240,233,239,243,,1997
000798.SZ,239,238,238,236,240,243,241,214,240,244,243,241,244,242,239,133,241,245,244,243,,1998
000799.SZ,239,238,238,237,241,239,238,212,177,230,244,238,241,237,239,244,153,244,244,243,,1997
000800.SZ,239,238,239,237,240,243,241,219,237,242,239,241,237,237,235,246,242,245,244,243,,1997
000801.SZ,239,236,238,235,238,240,241,201,241,239,228,241,238,239,239,214,241,245,244,243,,1998
000802.SZ,238,237,238,236,241,240,237,200,238,242,240,234,234,233,231,171,235,189,244,243,,1998
000803.SZ,240,235,236,236,238,243,241,206,237,221,243,240,239,242,239,246,239,101,125,242,,1998
000806.SZ,239,237,236,230,240,242,211,232,240,243,239,241,244,240,238,233,140,124,120,221,,1998
000807.SZ,239,239,238,233,240,241,233,209,237,239,239,241,241,240,239,174,239,245,227,233,,1998
000809.SZ,238,237,239,237,157,242,241,197,155,241,200,241,239,238,239,246,244,245,243,242,,1998
000810.SZ,239,237,237,235,238,242,241,174,239,241,240,240,83,220,158,237,179,223,244,243,,1998
000811.SZ,237,238,239,237,238,243,242,208,241,245,244,242,244,242,239,157,237,245,244,243,,1998
000812.SZ,238,236,238,236,240,243,242,185,239,244,243,242,244,242,239,246,140,180,208,142,,1998
000813.SZ,239,237,238,235,239,242,241,193,241,244,133,122,239,240,234,246,74,227,244,243,,1998
000815.SZ,238,238,237,234,241,243,215,236,238,241,219,238,204,13,222,182,244,244,244,243,,1998
000816.SZ,238,237,240,236,236,241,240,217,241,242,243,238,193,207,230,246,245,245,234,242,,1997
000818.SZ,239,236,238,236,237,242,242,216,219,239,226,70,196,239,239,244,175,106,241,243,,1997
000819.SZ,238,237,238,236,240,243,240,221,195,235,242,242,242,242,239,246,243,245,244,243,,1997
000820.SZ,239,237,237,237,241,243,240,165,238,243,243,238,72,0,159,102,140,239,125,202,,1998
000821.SZ,238,238,239,236,241,243,216,240,241,245,239,242,243,242,239,196,241,216,128,243,,1998
000822.SZ,239,236,238,236,239,243,241,210,234,241,243,240,241,242,239,245,244,245,244,243,,1998
000823.SZ,238,236,238,235,240,243,241,220,238,244,242,242,241,242,238,246,245,245,244,243,,1997
000825.SZ,238,237,238,234,238,241,242,217,236,236,244,240,243,242,239,246,245,245,244,136,,1998
000826.SZ,239,237,237,235,64,241,221,225,237,240,240,236,244,236,239,233,223,228,244,229,,1998
000828.SZ,238,235,236,237,136,242,198,239,234,199,243,242,242,214,239,246,201,245,244,243,,1997
000829.SZ,237,237,238,218,145,241,242,193,234,242,242,241,239,242,229,244,206,113,175,243,,1997
000830.SZ,237,237,238,235,239,243,211,238,241,245,238,241,240,241,239,246,245,245,244,243,,1998
000831.SZ,238,238,237,235,239,242,237,218,236,243,242,237,49,0,207,246,242,244,243,243,,1998
000833.SZ,239,238,238,237,240,242,241,239,185,244,244,242,228,241,239,142,180,233,244,243,,1998
000835.SZ,128,236,237,232,238,240,239,212,230,241,243,211,243,187,239,147,243,140,244,233,,1999
000836.SZ,238,238,233,237,241,241,230,212,225,233,236,238,243,242,239,246,217,133,117,243,,1997
000837.SZ,238,237,237,235,241,243,233,226,237,243,241,242,244,208,207,241,241,245,244,243,,1998
000838.SZ,239,237,238,237,240,242,241,168,177,244,238,241,240,240,227,246,244,243,138,243,,1997
000839.SZ,238,237,237,231,241,242,231,217,239,244,244,234,244,242,239,246,122,245,244,243,,1997
000848.SZ,238,236,237,237,240,243,242,175,238,244,244,242,243,242,239,246,245,245,244,243,,1997
000850.SZ,239,237,237,236,240,242,225,234,240,245,239,228,242,241,239,246,104,245,244,243,,1998
000851.SZ,239,237,239,234,83,239,241,196,235,241,233,239,238,236,162,235,146,241,244,243,,1998
000852.SZ,239,238,235,237,241,243,240,184,198,242,242,242,243,242,239,168,240,245,244,243,,1998
000856.SZ,239,238,238,236,240,243,240,221,233,217,220,238,243,240,239,246,239,237,241,243,,1998
000858.SZ,238,238,236,236,240,242,242,207,234,235,238,242,243,242,239,246,185,245,244,243,,1998
000859.SZ,239,235,237,235,239,242,229,220,237,243,241,241,241,240,237,244,243,236,244,243,,1998
000860.SZ,240,237,238,237,240,242,223,238,229,242,243,240,241,242,235,246,212,245,244,243,,1998
000861.SZ,239,238,239,237,240,240,242,199,186,238,223,237,177,241,233,246,214,245,244,243,,1998
000862.SZ,239,237,237,237,241,242,237,182,184,240,242,233,230,241,170,240,183,245,101,243,,1998
000863.SZ,239,236,234,233,241,241,238,231,56,0,0,0,0,100,231,246,133,245,241,243,,1997
000868.SZ,239,238,237,237,240,243,241,217,210,241,239,222,244,239,239,179,245,245,233,243,,1997
000869.SZ,0,47,238,237,239,243,240,213,240,243,243,231,244,242,239,246,245,245,244,243,,2000
000875.SZ,0,0,0,63,239,241,240,214,207,244,238,162,239,235,239,242,220,245,244,243,,2002
000876.SZ,238,236,237,234,240,243,232,222,236,240,241,205,238,241,234,246,153,201,244,243,,1998
000877.SZ,235,237,237,235,239,241,240,215,237,239,237,235,238,237,239,246,245,226,242,243,,1999
000878.SZ,239,236,238,237,239,242,241,220,239,238,236,236,242,242,239,184,182,236,244,233,,1998
000880.SZ,238,235,238,237,239,242,239,75,163,235,242,240,243,241,239,246,245,245,244,243,,1998
000881.SZ,238,238,238,236,241,243,219,240,238,243,242,242,244,236,239,246,85,239,244,243,,1998
000882.SZ,239,234,237,234,240,243,239,215,237,219,236,239,241,242,238,246,149,232,244,243,,1998
000883.SZ,239,238,239,237,240,243,242,219,241,158,223,235,230,239,239,214,161,245,244,243,,1998
000885.SZ,196,236,237,230,47,232,242,216,165,176,237,232,244,239,224,246,241,245,190,243,,1999
000886.SZ,239,238,238,236,240,243,241,184,240,244,242,238,244,240,239,246,245,245,244,243,,1998
000887.SZ,237,237,237,236,241,241,231,151,235,232,241,236,241,242,238,246,153,204,165,243,,1998
000888.SZ,239,236,236,235,239,242,242,187,239,244,244,241,244,237,238,246,245,245,244,243,,1997
000889.SZ,239,238,238,236,239,242,241,211,240,244,240,240,243,183,239,141,130,235,107,237,,1997
000890.SZ,226,236,239,234,241,243,242,215,238,242,243,241,239,241,239,246,131,224,244,205,,1999
000892.SZ,227,234,237,233,239,242,235,238,126,9,149,241,241,238,229,99,126,237,229,243,,1999
000893.SZ,239,237,236,235,240,242,240,188,233,198,238,241,237,240,236,141,195,127,239,242,,1998
000895.SZ,238,238,238,230,239,241,241,38,122,243,244,73,217,238,239,246,245,245,244,243,,1998
000897.SZ,171,235,238,235,239,240,213,223,222,243,242,238,241,240,239,242,232,245,244,243,,1999
000898.SZ,238,236,238,235,240,241,216,239,231,245,240,240,243,241,238,245,245,244,244,243,,1997
000899.SZ,238,236,239,236,240,243,241,217,230,237,241,240,243,241,238,246,205,225,244,243,,1997
000900.SZ,219,237,237,234,240,243,242,202,239,244,244,242,202,240,239,246,245,245,198,146,,1999
000901.SZ,188,237,235,233,240,241,240,214,239,220,237,238,242,240,239,240,151,211,244,243,,1999
000902.SZ,184,237,238,236,240,242,240,224,197,238,238,230,211,225,192,242,223,240,244,243,,1999
000903.SZ,178,238,238,236,241,243,236,222,235,245,243,223,238,231,229,243,207,238,167,243,,1999
000905.SZ,169,237,239,236,177,130,241,196,240,244,243,241,242,240,239,236,245,225,235,243,,1999
000906.SZ,121,236,237,234,240,242,240,221,237,222,224,235,236,241,234,171,225,245,242,243,,1999
000908.SZ,214,237,237,236,241,243,239,213,135,139,219,228,242,204,169,230,238,245,244,243,,1999
000909.SZ,164,238,238,237,241,242,223,236,239,244,241,241,243,242,239,246,241,232,244,243,,1999
000910.SZ,126,237,238,235,239,243,240,201,237,243,242,240,244,240,239,246,229,245,244,243,,1999
000911.SZ,150,236,237,236,238,241,241,214,218,238,242,240,231,240,236,236,241,227,240,243,,1999
000912.SZ,145,236,239,236,241,243,235,222,240,162,243,242,244,240,239,243,206,215,178,16,,1999
000913.SZ,159,237,237,233,239,239,240,207,241,241,240,233,242,241,238,246,239,221,243,243,,1999
000915.SZ,141,237,238,236,239,242,242,208,241,245,243,242,244,242,239,246,245,245,244,243,,1999
000917.SZ,193,233,236,235,238,239,203,238,238,227,243,235,121,224,239,246,132,200,244,243,,1999
000918.SZ,111,234,234,234,239,240,239,228,0,5,162,238,243,241,239,246,240,198,244,243,,1999
000919.SZ,30,237,238,236,240,242,234,224,241,244,243,242,244,242,239,246,245,245,244,243,,1999
000920.SZ,136,238,238,232,240,237,241,220,236,91,242,240,243,237,192,189,244,145,244,243,,1999
000921.SZ,117,238,227,193,237,243,195,159,118,216,212,234,239,241,229,246,245,245,244,243,,1999
000922.SZ,133,237,238,236,239,243,242,227,193,240,244,111,242,237,238,246,245,245,233,242,,1999
000923.SZ,116,238,238,236,241,242,242,224,234,227,241,240,243,242,239,246,245,106,236,243,,1999
000925.SZ,139,238,238,236,240,243,241,236,72,5,162,240,243,241,239,141,192,155,239,243,,1999
000926.SZ,133,237,236,235,238,242,209,236,240,241,239,237,241,242,239,246,236,242,227,237,,1999
000927.SZ,106,238,239,231,240,242,241,218,238,244,240,241,237,241,239,246,238,238,196,243,,1999
000928.SZ,202,237,236,237,239,243,233,199,235,241,241,242,243,241,176,239,216,245,237,243,,1999
000929.SZ,130,237,238,234,241,241,240,170,235,237,244,241,242,241,239,246,185,172,244,243,,1999
000930.SZ,118,236,234,235,238,242,216,230,235,242,242,241,239,241,239,246,245,244,195,153,,1999
000931.SZ,117,237,236,235,239,240,240,195,175,154,241,235,239,239,224,218,227,245,244,240,,1999
000932.SZ,101,236,237,231,238,241,224,217,214,238,241,241,241,240,239,246,201,154,221,237,,1999
000933.SZ,82,238,237,237,240,243,218,227,239,243,243,240,234,240,239,246,237,244,242,243,,1999
000935.SZ,87,237,237,236,241,242,241,230,147,215,242,236,238,238,209,241,238,200,71,243,,1999
000936.SZ,97,237,238,234,240,242,223,233,241,244,244,240,242,242,239,232,245,211,244,243,,1999
000937.SZ,75,238,238,236,240,243,223,239,235,216,239,240,242,241,232,246,245,245,244,243,,1999
000938.SZ,40,238,239,236,241,243,242,221,240,244,243,241,238,242,193,234,136,245,214,238,,1999
000939.SZ,65,237,236,237,241,242,242,204,237,241,226,233,238,237,239,157,193,243,212,124,,1999
000948.SZ,55,237,236,236,239,242,242,215,235,243,242,239,243,238,239,183,241,220,244,233,,1999
000949.SZ,50,237,236,234,239,241,241,206,240,243,241,236,237,240,223,246,241,245,244,243,,1999
000950.SZ,70,238,237,235,239,237,204,236,234,243,241,236,121,239,239,246,240,110,74,83,,1999
000951.SZ,25,237,238,235,182,119,241,223,241,243,239,242,243,242,239,246,245,245,244,243,,1999
000952.SZ,34,237,237,236,241,242,242,199,230,244,243,242,242,242,239,143,228,245,244,243,,1999
000953.SZ,20,236,238,232,239,240,242,173,230,243,240,236,241,241,238,245,245,167,91,242,,1999
000955.SZ,15,220,237,235,241,243,241,210,238,225,240,230,236,241,238,246,241,150,234,243,,1999
000957.SZ,0,229,239,237,241,242,242,194,239,243,241,240,241,242,239,231,245,245,244,243,,2000
000958.SZ,6,238,239,231,238,241,239,212,238,239,238,238,241,240,194,242,203,245,244,243,,1999
000959.SZ,10,238,238,237,239,242,220,238,239,243,243,195,30,238,234,246,151,235,244,243,,1999
000960.SZ,0,213,237,236,240,241,236,218,239,243,242,234,238,240,238,182,237,226,244,243,,2000
000961.SZ,0,207,238,234,241,242,241,221,136,143,233,238,240,242,238,246,230,235,244,241,,2000
000962.SZ,0,224,237,236,241,243,242,211,186,224,242,240,232,241,239,246,239,126,243,203,,2000
000963.SZ,0,221,238,236,240,242,241,144,239,243,243,241,243,242,239,232,217,245,244,243,,2000
000965.SZ,0,182,239,236,241,243,241,230,128,198,241,239,243,242,234,246,245,245,244,243,,2000
000966.SZ,0,195,237,238,240,241,242,216,229,242,241,238,241,240,239,246,245,245,244,243,,2000
000967.SZ,0,187,239,236,240,242,242,167,236,242,235,224,242,241,234,170,183,238,244,187,,2000
000968.SZ,0,131,236,237,237,241,213,239,239,234,243,236,238,242,239,244,172,115,243,243,,2000
000969.SZ,0,149,238,236,238,243,219,235,240,242,243,229,240,242,239,246,178,245,234,243,,2000
000970.SZ,0,172,239,235,239,242,236,202,241,245,244,239,237,242,239,246,240,245,244,243,,2000
000971.SZ,0,166,239,237,241,243,220,239,149,237,241,241,241,228,236,219,114,212,189,234,,2000
000972.SZ,0,64,235,236,240,242,220,225,240,240,240,238,235,209,159,246,111,233,233,178,,2000
000973.SZ,0,151,236,236,238,242,229,231,238,243,233,239,243,240,223,187,223,214,244,243,,2000
000975.SZ,0,141,237,235,241,241,239,195,164,203,243,242,160,168,239,246,238,98,239,243,,2000
000976.SZ,0,146,239,232,241,241,241,217,138,240,243,238,237,179,239,100,213,244,244,243,,2000
000977.SZ,0,142,237,233,240,242,241,218,241,244,243,232,227,242,236,236,217,244,238,243,,2000
000978.SZ,0,157,237,235,241,240,242,222,233,244,236,240,244,242,239,240,180,245,244,243,,2000
000980.SZ,0,136,236,233,236,239,239,202,236,243,240,242,243,241,239,246,182,155,237,243,,2000
000981.SZ,0,131,239,236,241,243,242,237,140,187,29,0,84,242,239,246,113,190,152,186,,2000
000982.SZ,0,122,238,237,239,240,241,135,178,203,237,239,238,235,229,127,0,143,137,243,,2000
000983.SZ,0,107,238,235,240,242,219,239,240,243,243,239,242,242,239,246,245,245,244,243,,2000
000985.SZ,0,108,236,237,241,241,242,217,239,244,243,242,241,241,239,246,245,245,244,243,,2000
000987.SZ,0,114,239,236,241,243,232,228,241,245,243,242,241,242,239,181,240,162,229,239,,2000
000988.SZ,0,141,239,236,241,242,217,235,230,244,234,237,241,241,239,246,245,242,244,243,,2000
000989.SZ,0,127,236,236,237,242,240,220,236,243,244,240,243,240,238,232,158,245,244,243,,2000
000990.SZ,0,121,238,237,240,242,233,229,198,216,241,241,244,242,224,246,92,203,244,243,,2000
000993.SZ,0,105,239,237,239,239,239,201,239,242,243,241,242,241,239,246,245,230,244,243,,2000
000995.SZ,0,100,239,236,241,241,239,212,241,245,242,236,198,235,236,181,90,208,133,226,,2000
000996.SZ,0,113,239,237,240,242,241,215,236,149,237,218,239,139,213,228,54,245,244,243,,2000
000997.SZ,0,100,239,236,240,242,218,239,238,245,242,238,241,241,183,222,245,181,244,243,,2000
000998.SZ,0,15,239,236,241,241,241,205,233,243,243,239,240,214,190,185,245,245,244,223,,2000
000999.SZ,0,202,238,234,241,240,238,170,235,149,242,240,241,240,187,228,245,245,244,243,,2000
001696.SZ,239,236,234,171,195,241,230,222,234,242,241,238,240,240,216,240,205,245,168,243,,1997
001872.SZ,239,238,239,236,241,242,242,183,238,245,243,242,243,239,237,246,125,245,214,112,,1993
001896.SZ,238,236,236,236,239,243,241,215,239,212,217,240,236,240,239,232,171,214,244,243,,1998
001965.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,243,,2017
001979.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,245,244,243,,2015
002001.SZ,0,0,0,0,0,130,219,240,239,244,242,238,241,242,239,246,235,241,244,243,,2004
002002.SZ,0,0,0,0,0,129,221,237,218,113,219,236,179,175,231,240,156,239,244,183,,2004
002003.SZ,0,0,0,0,0,130,205,236,238,241,243,240,231,242,238,246,161,240,244,243,,2004
002004.SZ,0,0,0,0,0,129,217,238,233,242,225,240,236,235,194,213,237,245,231,197,,2004
002005.SZ,0,0,0,0,0,130,222,237,238,240,231,237,236,235,238,180,180,244,234,124,,2004
002006.SZ,0,0,0,0,0,129,217,239,237,230,240,227,240,241,239,169,169,172,133,243,,2004
002007.SZ,0,0,0,0,0,130,201,238,238,243,242,241,237,242,235,246,242,245,244,243,,2004
002008.SZ,0,0,0,0,0,130,203,237,238,239,240,240,243,240,239,235,239,245,244,243,,2004
